relevant,entities,id,A,B,C
-1,,820687775099781120,0,0,1
1,O ID ORG PRO PRO O VER O,819114286907879424,0,0,1
1,ID O O O ORG PRO PRO ID,819033742241103872,0,0,1
-1,,819379442367729664,0,0,1
-1,,819893182087524352,1,1,1
-1,,819980954487975937,0,0,1
1,ORG PRO PRO VER PRO VUL VUL VUL ORG PRO PRO VER PRO O,809461205450559493,0,0,1
-1,,817743784796626944,0,0,1
1,O ORG PRO VER VER VER O VUL VUL VUL,810495740204158976,0,0,1
-1,,820315866889932800,0,0,1
1,O O ORG PRO O PRO O VUL VUL VUL,819202261012381701,1,1,1
1,O O O O O O ORG PRO PRO,807418138379821056,0,0,1
-1,,818991896857116673,0,0,1
-1,,819866144722956289,0,0,1
1,ORG PRO VER O O VUL VUL VUL VUL ORG PRO VER O,804809508165971968,0,0,1
1,ORG PRO VER VER VER O O VUL VUL,810495314587222017,0,0,1
-1,,818545074787250177,0,0,1
-1,,819635794285654016,0,0,1
1,O ID O O O ORG PRO PRO ID,818938056019480578,0,0,1
1,O PRO VER O ID ID,817125564846919682,0,0,1
-1,,819200378382204928,0,0,1
1,ORG PRO PRO VER VUL VUL VUL VUL VUL VUL VUL VUL VUL ORG O,804821791898267648,0,0,1
-1,,819733235798159361,1,1,1
1,ORG PRO PRO VER VER VER VER VER O O O O O VUL VUL,819149491827867648,0,0,1
-1,,804541551498117120,0,0,1
1,O ORG PRO PRO VER O VUL VUL VUL O O,819948399055093760,0,0,1
-1,,818364429830070272,0,0,1
-1,,820227064322228224,0,0,1
-1,,819553700733681664,0,0,1
-1,,819938312915943424,0,0,1
-1,,819553698074464256,0,0,1
-1,,819569753878646785,0,0,1
1,ORG PRO PRO PRO VUL VUL VUL VUL VUL VUL ORG PRO O,818381686081732608,0,0,1
1,O ID ID ORG ORG PRO PRO PRO VER O O O O O,819300520984776704,0,1,1
1,O ID ID O O O O,819156709100945408,0,0,1
1,ORG PRO PRO VER VER VER VER VER O O O VUL VUL VUL,819113003857612800,0,0,1
-1,,817362611620589568,0,0,1
1,O ORG PRO PRO VER VER VER VER VER O O VUL VUL VUL VUL,819113941678882816,0,0,1
1,ORG O O O O PRO VER VER O O,820056026791735300,0,0,1
-1,,809425533142528001,0,0,1
-1,,820229588819345409,0,0,1
-1,,819136616514146305,0,0,1
-1,,820099463519883265,0,0,1
1,O ORG PRO ID VUL VUL VUL,819232440396828672,0,0,1
-1,,819568624319025152,0,0,1
1,ORG PRO VER O VUL VUL VUL,816079753048428544,0,0,1
1,O O O O O O O O,819965255212236800,0,0,1
1,O O O O O O O O PRO PRO VER O PRO VER O O O O,819997949858086912,0,0,1
-1,,819131823972294656,0,0,1
-1,,820735098299568133,0,0,1
1,O ORG PRO VUL VUL VUL VUL VUL VUL,819242787833004032,0,0,1
1,ID ORG PRO PRO O VER O O VER O O VER O O,819384335602188289,0,0,1
-1,,817780094282461186,0,0,1
1,O ID ORG PRO PRO O VER O ORG PRO PRO O VER,819102456604983297,0,0,1
1,ID ORG PRO PRO O VER O O O O O VUL VUL VUL VUL,819067189097627648,0,0,1
-1,,818434340644237314,0,0,1
-1,,820075022740033537,0,0,1
-1,,819846853038665728,0,0,1
-1,,819186494460063744,0,0,1
-1,,820571621006131202,0,0,1
1,ID O O O O ORG PRO PRO VER PRO PRO VER VER O VER O PRO VER,811167157086257153,0,0,1
1,O O O O O O O O O PRO,819947811122925569,1,0,1
-1,,817192976543838209,0,0,1
-1,,820061115845660673,0,0,1
-1,,819563514520018944,0,0,1
1,O ORG PRO VUL VUL VUL VUL VUL VUL,819242527018471425,0,0,1
-1,,819982227220168704,0,0,1
-1,,818496639048515584,0,0,1
1,ID ORG PRO PRO O VER O O VER O O O O O O,809600736925515777,0,0,1
-1,,811919710912712704,0,0,1
1,ORG PRO PRO VER VER VER VER VER O O VUL VUL,819113027668742144,0,0,1
-1,,820091345993957376,0,0,1
1,ORG PRO PRO VER VUL VUL VUL VUL VUL VUL VUL O,817679700105400322,0,0,1
-1,,820012904187564032,0,0,1
-1,,820099210133520384,0,0,1
1,O ORG PRO O PRO VUL VUL ID,817282824147443712,0,0,1
1,PRO VER VUL VUL VUL O,820631658831298560,0,0,1
-1,,817701651893157888,0,0,1
1,O O O O O O O PRO O O O,819099054625804288,1,0,1
1,O ORG PRO PRO ID VUL VUL VUL VUL VUL VUL VUL VUL O,819257085644767233,0,0,1
-1,,817738095013588992,0,0,1
1,ID ORG PRO PRO VUL VUL VUL VUL VUL,818938077213114368,0,0,1
-1,,817373362787852294,0,0,1
1,ORG O O O O O O PRO PRO O O,819720494781988864,0,0,1
-1,,819562716637564928,0,0,1
-1,,820238402482302976,0,0,1
1,O O ORG PRO PRO ID VUL VUL VUL VUL VUL VUL VUL VUL,819292609806012416,0,0,1
1,O ID PRO O PRO VER VER O O O PRO O VUL VUL O O O,820107041779892224,0,0,1
1,ID ORG PRO PRO O VER O O VER O O VER O O,819067213822955520,0,0,1
-1,,808711212519346178,0,0,1
-1,,819318752453992448,0,0,1
-1,,817348981718183938,0,0,1
1,O O PRO PRO VER O PRO VUL VUL,807892189464424448,0,0,1
1,ORG PRO PRO VER VUL VUL VUL VUL VUL VUL VUL,817667350392508416,0,0,1
1,O ID ORG PRO PRO O VER O ORG PRO PRO O VER,819102449772482560,0,0,1
-1,,808262076225429504,0,0,1
1,O ID ORG PRO PRO O VER O ORG PRO PRO O VER O O,809363028064010240,0,0,1
-1,,820056029367042049,0,0,1
-1,,809164558262792192,0,0,1
-1,,801628911293648898,0,0,1
-1,,819539899611226112,0,0,1
-1,,817356468315975680,1,1,1
-1,,805045323601244160,0,0,1
1,ORG PRO VER VUL VUL VUL VUL,813828918016954369,0,0,1
-1,,820339140009066496,0,0,1
-1,,820255571718897666,1,1,1
-1,,819895777245872128,0,0,1
-1,,819920746482925568,0,0,1
1,O PRO O O O O PRO O O VUL VUL VUL VUL O O O O,819969815960031232,1,1,1
1,O O O ORG O O O O PRO,809019968759152640,0,0,1
1,ID ORG PRO PRO O VER O O VER O O O O O O,809600724493565952,0,0,1
1,O ORG PRO PRO ID VUL VUL VUL,821118194773622784,0,1,1
-1,,817740857289936897,0,0,1
-1,,817433881624346624,0,0,1
-1,,819963497060728833,0,0,1
1,O ORG PRO PRO ID VUL VUL VUL,821085481597304834,0,1,1
1,O PRO VER VUL VUL VUL,820040329206386688,0,0,1
1,O ORG PRO PRO ID VUL VUL VUL,820804529528524800,0,1,1
-1,,811029405292199936,0,0,1
-1,,814123562332262401,0,0,1
1,PRO VER O ID ID,821795521006342144,0,0,1
-1,,806937010728411136,1,0,1
1,O ORG PRO PRO ID VUL VUL VUL VUL VUL VUL VUL VUL,808764633041539073,0,0,1
-1,,820837130419245056,0,0,1
-1,,819938340833292291,0,0,1
1,ID O O O O ORG PRO PRO VER O VER,808775373999767553,0,0,1
-1,,821751998261460992,0,0,1
-1,,820835886233489408,0,0,1
-1,,821111251090702336,0,0,1
-1,,820257265471094785,0,0,1
1,ORG PRO PRO VER VUL VUL VUL ORG PRO PRO VER VUL VUL VUL,821268695930597376,0,0,1
1,O PRO VER O O O O,821027877818892290,0,0,1
-1,,821263248452358145,0,0,1
-1,,820571615192825857,0,0,1
1,O O O O O O PRO VUL VUL VUL,821176835463671812,0,1,1
-1,,820617954052206594,1,1,1
-1,,820592708360241153,0,0,1
1,O ORG PRO ID VUL VUL VUL,812056236774531072,0,0,1
-1,,820835889358180356,0,0,1
1,O O PRO O O VUL VUL VUL O VUL VUL VUL,821812464807452673,0,1,1
-1,,821116104680636417,0,0,1
1,O ORG PRO PRO ID VUL VUL VUL,820444531489284096,0,1,1
-1,,819946433881243649,0,0,1
1,O ORG PRO PRO ID VUL VUL VUL,818517261065605121,0,1,1
-1,,817440753043419137,0,0,1
1,ORG PRO PRO VER VUL VUL VUL,821274414050398208,0,0,1
1,O ORG PRO PRO ID VUL VUL VUL O,821117597022179328,0,1,1
1,O O O O O O O O PRO O O,819877218193174529,1,0,1
-1,,823920452317937670,0,0,1
-1,,821049152964464640,0,0,1
1,O PRO VER O O O O O O O O O O,821049758378786818,0,0,1
1,O ORG PRO PRO PRO VER O PRO VUL VUL VUL VUL O,823617574927679488,0,1,1
-1,,819955103406944256,0,0,1
1,O O O O O O PRO O O,821796009885966336,0,0,1
1,ID PRO O O O VER O O O VUL VUL VUL VUL VUL,821917206426583040,0,1,1
1,O ORG PRO PRO ID VUL VUL VUL,821085478522880001,0,1,1
-1,,821073316815376384,1,0,1
-1,,821239325815881728,0,0,1
-1,,821027866771148800,0,0,1
-1,,821324518732001281,1,1,1
-1,,821384795607416832,0,0,1
-1,,822044051499339777,0,0,1
1,PRO VER PRO ID ID PRO,821967960260546560,1,0,1
-1,,821063612064219141,0,0,1
-1,,821511541967253504,0,0,1
1,O ID VUL VUL O PRO O O,821950109529280512,0,1,1
-1,,820837124173889537,0,0,1
1,ID ORG PRO O O O O,811345464813436928,0,0,1
1,ORG PRO VER VUL VUL VUL VUL VUL VUL,821680913939628033,0,0,1
-1,,821312220495745025,0,0,1
-1,,821210718741610496,0,0,1
-1,,820790196811669506,0,0,1
1,ORG PRO PRO VER PRO VUL VUL VUL,821274382911885312,0,0,1
-1,,820520179742470144,0,0,1
-1,,821719222627815424,0,0,1
1,O O O ORG PRO PRO ID VUL VUL VUL,821546816135163905,0,1,1
1,ID O O O O ORG PRO VER VER VER O O PRO O PRO O VER,821966226096291844,1,1,1
-1,,821797112094609416,0,0,1
1,O ORG PRO PRO ID VUL VUL VUL,821085480280322048,0,1,1
1,O ID O O O O O ORG PRO O O O O O O ORG PRO O,822001522963836928,0,0,1
-1,,821440963503685637,0,1,1
1,O ID PRO O O O VER O O O VUL VUL VUL,821919427864264704,0,1,1
1,O PRO O O VER VER VER VUL VUL ID,822036396730880000,0,1,1
1,O ID O O ORG PRO VER VER VER O,822025630065815552,0,0,1
-1,,821197881092833280,0,0,1
-1,,821759631320088577,0,0,1
-1,,821468169797771264,0,0,1
1,O PRO O O VUL VUL VUL O VUL VUL VUL,821811227659763712,0,1,1
1,O ID ORG PRO PRO O O VER O O O O O O,824100536999903232,0,0,1
-1,,821063506799759361,0,0,1
1,O ORG PRO VER O O O O O O O O O O O O,821329100832997376,0,0,1
1,VUL O O O O PRO PRO O,822050839065989121,0,0,1
-1,,821691359987953664,0,0,1
1,O ORG PRO PRO VER VER VER O VUL VUL ID,822064203024527364,0,1,1
-1,,821356850755043333,0,0,1
1,O O O O VER ORG ORG PRO PRO PRO VER O O O,821778574470422529,0,1,1
1,O ORG PRO O PRO O O VUL VUL VUL O O,822146486985228288,0,1,1
-1,,821754172756344833,0,0,1
1,O ID O O ORG PRO VER VER VER O O ORG PRO VER VER VER,822001542438023168,0,0,1
1,O O ORG PRO O PRO O O VUL VUL VUL O,822147188834897920,0,1,1
-1,,821012012134232064,0,0,1
-1,,821046801067343872,0,0,1
1,O ID VUL VUL O PRO O O O VER O O O O,821919420272537600,0,1,1
-1,,820032812212514816,0,0,1
1,O O PRO VER O O O O,821028468708274176,0,0,1
-1,,821488225051090945,0,0,1
1,O ID O O ORG PRO VER VER VER,822025596167483393,0,0,1
1,O PRO O O VUL VUL VUL O VUL VUL VUL,821811962975809543,0,1,1
1,O O O PRO PRO VUL VUL VUL,822117325902086148,0,0,1
1,O ORG PRO PRO ID VUL VUL VUL,821512973839646720,0,1,1
1,ID ORG PRO VUL VUL VUL VUL VUL VUL O O O O,824022513986445314,0,1,1
-1,,821636569631223808,0,0,1
-1,,821506596312350721,0,0,1
-1,,821116538749153282,0,0,1
-1,,821990603617538048,0,0,1
1,O ORG PRO PRO ID VUL VUL VUL,821085483048570880,0,1,1
-1,,821203290243432448,0,0,1
-1,,824319390325866506,0,0,1
-1,,819927320983207936,0,0,1
-1,,821020947029327872,0,0,1
1,O VUL VUL O O PRO PRO O O PRO O O O O O O O O O O,821037766477840384,0,0,1
1,O ORG PRO PRO PRO VER VUL VUL VUL VUL ID VUL VUL O,822143148772069376,0,0,1
1,ORG PRO O PRO O O VUL VUL O,822088753602641920,1,1,1
-1,,821750935470870529,0,0,1
1,O O ID ORG PRO VER VER VER O PRO,822027622418960384,0,0,1
1,O ORG O PRO O O O VUL VUL,824003687928463360,0,1,1
-1,,820997972297138178,0,0,1
-1,,821373825631875073,0,0,1
-1,,822027706124607488,0,0,1
1,PRO O O VER VER VER O O VUL VUL,822036393090318340,0,1,1
1,O O ORG PRO O O O PRO O O PRO O,822224875628724228,0,0,1
1,PRO VER PRO ID ID O,821805639651295232,1,1,1
1,O PRO O O O O O VUL VUL VUL VUL VUL O O,821683840624263168,0,1,1
-1,,821061466002489344,0,0,1
1,O ID O O ORG PRO VER VER VER,822025597861896192,0,0,1
-1,,823999824500584450,0,0,1
1,O O O O O O O O O O O PRO O O,821458304287252481,0,0,1
1,VUL O O O O PRO PRO O,822115528538001408,0,0,1
-1,,823271828059725826,1,1,1
1,PRO PRO O O VUL VUL VUL O,822005711366287360,0,1,1
1,PRO VER PRO ID ID,821471371633029120,0,0,1
-1,,822497669125967873,0,0,1
1,ID O O O ORG PRO VER VER VER O O PRO O PRO O VER O O,821966240046583808,1,1,1
1,O ID VUL VUL O PRO VUL VUL O PRO O,821941139553001472,0,1,1
-1,,823560684713734145,0,0,1
1,ORG PRO PRO VER VER O VUL VUL ID,822062978216423424,0,1,1
-1,,821273682811191299,0,0,1
1,ID ID ORG PRO PRO VUL VUL VUL VUL VUL O ORG,821967956624052224,0,0,1
-1,,822037675586764800,1,1,1
-1,,821458824691380225,0,0,1
-1,,822198994721980417,0,0,1
1,O ID VUL VUL VUL O O O VER VER O PRO O O O,822284349018112000,0,0,1
-1,,824664798625361920,0,0,1
1,ORG PRO PRO VER VUL VUL VUL ORG PRO PRO VER VUL VUL VUL,822521262928986115,0,0,1
1,O ID VUL VUL O O O ORG PRO,822209258628481024,0,0,1
1,O ORG PRO PRO PRO VER VUL VUL VUL VUL ID VUL VUL O O,822146485303255041,0,0,1
1,ORG PRO VER VER VER VUL VUL,822019840328302592,0,0,1
-1,,822005197715095552,0,0,1
1,ORG PRO PRO VUL VUL VUL VUL VUL VUL VUL,822550425937309696,0,0,1
-1,,821743214445072384,0,0,1
1,O ID VUL VUL O PRO O O O VER O O,821919424332660737,0,1,1
1,O ORG PRO PRO PRO VUL VUL VUL VUL O,822142355012603904,0,0,1
-1,,823197916986806276,1,0,1
-1,,822047560714092545,0,0,1
1,ORG PRO VER VER VER O O O O VUL VUL,822019833697026048,0,0,1
1,ID O O O O O O O O O O O O O O O ORG PRO VER VER VER,821966251530588160,0,0,1
1,ID O O ORG PRO VER VER VER O PRO O VER O O O VER,821966252885372928,1,1,1
1,O ID O O ORG PRO O O VER O PRO PRO O O O O,822284347227209728,1,1,1
-1,,822036404872024065,1,1,1
1,O ID ID PRO O O O O O O O PRO O O,822123496692187137,0,1,1
-1,,823043177749839872,0,0,1
-1,,823281857294925825,0,0,1
-1,,821344926634045440,0,0,1
1,O O ID ORG PRO VER VER VER O PRO,822027623949856768,0,0,1
-1,,823271829750083584,1,1,1
1,O ORG PRO PRO PRO PRO VUL VUL VUL VUL,822147766470184962,0,1,1
-1,,822503655320522754,0,0,1
-1,,821046815478939648,0,0,1
1,O ID O O O O ORG PRO O O,822498997663305729,0,0,1
1,O ID PRO O O O VER O PRO O O O VER O,821941143504089089,0,1,1
1,O ID O VUL VUL VUL O O O ORG PRO O VUL VUL VUL O O O ORG O,822001570216869888,0,0,1
1,PRO VER O ID ID PRO,821058213218947072,1,0,1
-1,,823527635045195776,0,0,1
1,ID O VUL VUL VUL O O O ORG PRO VER VER VER O O PRO O PRO O O,822283292665847808,1,1,1
1,O O O O O O O PRO O O,822534162670354432,0,0,1
-1,,823551197231587328,0,0,1
1,O O O O O VUL VUL O O ORG PRO O,821919159688843264,0,0,1
1,O O ID ORG PRO VER VER VER O PRO,822210247548878848,0,0,1
1,ID ORG PRO PRO O VER O O VER O O VER O O,823850113181319176,0,0,1
-1,,822353050878742528,0,0,1
1,O O PRO O VER O O O O,822862776863490048,0,0,1
-1,,819486893800824832,0,0,1
-1,,822549979101364225,0,0,1
1,ID O VUL VUL VUL VUL VUL VUL VUL O O O O O O ORG PRO O,821966263090053120,0,0,1
1,O ORG PRO PRO O ID VUL VUL VUL VUL,819474270145413125,0,0,1
1,O ID PRO,822466872482402304,0,0,1
1,O ID PRO,822466869957423104,0,0,1
1,O O ORG PRO PRO PRO PRO VUL VUL O O O O O,823216429432471552,0,1,1
-1,,823692190098554885,0,0,1
1,O O O O O O O O O O PRO VER PRO O O O,822846204795092992,0,0,1
-1,,822768763456131072,0,0,1
1,O O O ORG O PRO O ORG O PRO,823697262131998720,0,0,1
1,O ID O VUL VUL VUL O O O ORG PRO O VUL VUL VUL O O O ORG PRO O,822001537845260288,0,0,1
-1,,822234500528738304,0,0,1
-1,,822282890075635713,0,0,1
-1,,823857923717820416,1,0,1
1,PRO VER O O O O O O,821877692584882177,0,0,1
1,O ID O O ORG PRO VER VER VER O,822499001635323904,0,0,1
1,ORG ORG ID ID ID O,824035946861658115,0,1,1
1,ORG O O O O O O PRO VER O,821156165312794629,0,0,1
-1,,819596014252396545,0,0,1
1,O ID PRO,822466865565995008,0,0,1
-1,,824274703363743746,0,0,1
-1,,822924480615972864,0,0,1
-1,,823413513372758016,0,0,1
-1,,823994725699043329,0,0,1
1,O PRO VER O ID ID,822149788191879168,1,1,1
-1,,822560612299444224,0,0,1
-1,,822665337921474560,0,0,1
1,ID O O ORG PRO VER VER VER O O PRO O PRO O VER O O,821966221356728321,1,1,1
1,O O ORG PRO PRO ID VUL VUL VUL,821525303797444608,0,1,1
-1,,822681050044334080,0,0,1
1,PRO VER VER PRO ID ID O,822530412308295685,1,1,1
-1,,822037670444625922,1,1,1
1,O ORG PRO PRO PRO PRO VUL VUL,823206877576183809,0,1,1
-1,,823203072138743809,0,0,1
-1,,823991580398911491,0,0,1
1,ORG PRO VER VER VER O VUL VUL,822019846779129856,0,0,1
1,O ID O VUL VUL VUL O O O ORG PRO VER VER VER O PRO PRO O,822284327069347841,0,0,1
-1,,823819404509122560,0,0,1
-1,,823545016337448961,0,0,1
-1,,822086140077502464,0,0,1
-1,,823208965391650816,0,0,1
1,O O O O O O O O O,822472214792519682,0,0,1
1,O ORG PRO VER VER PRO ID,823614560284315648,1,1,1
1,ORG PRO VER O VUL VUL VUL VUL VUL,822525177699373059,0,0,1
1,O PRO VER O ID ID,824325798563872772,0,0,1
-1,,823648139156606977,0,0,1
-1,,822792292268380160,1,1,1
-1,,822009894375018496,0,0,1
-1,,823154669925056512,1,1,1
1,O ID O O ORG PRO VER VER VER O O PRO O PRO O VER,822284361714307072,1,1,1
-1,,821673339307642880,0,0,1
1,O O ORG PRO PRO PRO VUL VUL VUL VUL,822145958205157381,0,0,1
1,O O ORG PRO PRO PRO PRO VUL VUL VUL VUL,822130965287931905,0,1,1
1,ORG O PRO O O O VUL VUL,824002700492886018,0,1,1
1,O O ORG PRO PRO PRO VER VUL VUL VUL VUL ID VUL VUL O,822147186209198082,0,0,1
-1,,823080933859409920,0,0,1
-1,,823583601912475649,0,0,1
1,O ORG PRO VER VUL VUL VUL VUL VUL VUL,821683864573710336,0,0,1
1,O O ID O O O O ORG PRO O O,822568794656829440,0,0,1
-1,,824261315749433350,0,0,1
-1,,823454341210210304,0,0,1
-1,,823925023970914306,0,0,1
-1,,823285611603824641,0,0,1
-1,,820994907292766210,0,0,1
1,ORG ORG ID ID ID O,821770920993947653,0,1,1
1,O ORG O VUL VUL VUL VUL,823953371971354624,1,1,1
-1,,823583604458418177,1,0,1
-1,,824010401859989504,0,1,1
-1,,822760344405872640,0,0,1
1,O O O ORG O PRO O ORG O PRO,823686225727000581,0,0,1
1,O O O O ORG PRO O O O O O,822517421764440069,0,0,1
1,O O ORG O O O O O O PRO O,823565896971091972,1,0,1
-1,,823628904069902336,0,0,1
1,O ID ORG PRO PRO O VER O,823865191943335937,0,0,1
-1,,823581370949701634,0,0,1
1,O ORG O O O O O O O PRO O O O O O,823907988775829508,0,0,1
-1,,823819772928389120,0,0,1
-1,,824321805494190095,0,0,1
1,O ORG O VUL VUL VUL VUL,823953094715338752,1,1,1
-1,,823571875079065601,0,0,1
-1,,823639758261862404,0,0,1
1,O O ORG PRO O O PRO ID VUL VUL VUL VUL,823548671333728256,0,0,1
-1,,821979705142349824,0,0,1
1,ORG O O PRO O O O O O O PRO O O O O,823981649419468800,1,0,1
1,O ORG ORG PRO PRO PRO PRO VUL VUL VUL,823563864004587525,0,1,1
1,PRO VER VER PRO ID ID O,823628903042273280,1,1,1
1,O ID ORG PRO PRO O VER O O VER O O VER,824100541261381632,0,0,1
1,O ORG PRO PRO VER VER VER VER VER O O VUL VUL VUL,824034106434584576,0,0,1
-1,,823414130577199104,0,0,1
-1,,819566174325317632,0,0,1
1,ID ORG PRO PRO O VER O O VER O O VER O O,819067238640656386,0,0,1
1,ORG PRO PRO VER VER VUL VUL VUL VUL VUL VUL ORG PRO PRO VER VER,822526232776556545,0,0,1
-1,,819913125537386496,0,0,1
1,O O ORG PRO PRO ID VUL VUL VUL VUL VUL,811201021477154816,0,1,1
-1,,824513527041847296,0,0,1
-1,,824312467840966656,0,0,1
-1,,824267161292177409,0,0,1
-1,,814120895094603776,0,0,1
1,O O O O O O O PRO O O,819792771988922369,1,0,1
-1,,821003873540276224,0,0,1
-1,,824337956664201218,0,0,1
-1,,824331034401439745,0,0,1
-1,,822008952892391425,0,1,1
1,ORG PRO PRO VER VUL VUL VUL ORG PRO PRO VER VUL VUL VUL,824379964384493581,0,0,1
1,O O O ORG O PRO O O O O,824463578556170244,0,0,1
1,O ID ORG PRO PRO VUL VUL O VUL VUL O O O,824299591495520256,0,1,1
-1,,824636793618255873,1,0,1
-1,,824610366252396545,0,0,1
-1,,823043035072253952,0,0,1
-1,,824233075592806400,0,0,1
-1,,823495769953071105,0,0,1
-1,,825114141098639369,0,0,1
1,O O O O ORG O O O O PRO O O O O O O,823925744464175104,0,0,1
1,O ORG PRO PRO VER VUL VUL VUL,824390007523864576,0,0,1
-1,,823772866659237888,0,0,1
-1,,824688826236960773,0,0,1
1,ID ORG PRO O VUL VUL VUL VUL VUL VUL O O,824022511650217985,0,1,1
-1,,819731702763372544,0,0,1
1,O ID O O O ORG PRO O O O O O ORG PRO O O O,809988084959952897,0,0,1
1,O O ORG O VUL VUL VUL VUL,823953449582821376,1,1,1
-1,,824735163435323392,0,0,1
1,O O ORG PRO PRO VUL VUL VUL VUL VUL,824919405335306241,0,0,1
-1,,802804814824415233,0,0,1
-1,,824633493581922305,0,0,1
-1,,824593481163214848,0,0,1
1,O PRO O O VUL VUL VUL O PRO O,823847800282763264,0,0,1
-1,,824459437079457793,0,0,1
1,O ORG PRO O PRO VER O VUL VUL VUL,801507384254464000,0,1,1
1,O ORG PRO PRO PRO PRO VUL VUL VUL VUL O,822131794157834240,0,1,1
-1,,824412940090613760,0,0,1
-1,,824549972087484418,0,0,1
-1,,824515863994834944,0,0,1
-1,,824719139033980928,0,0,1
-1,,824511790663028737,0,0,1
-1,,824538815784181760,0,0,1
1,VUL VUL O O PRO O O,803245517975134208,0,0,1
1,O O ID O O ORG PRO VER VER VER,810423477798924288,0,0,1
1,O ID O O O ORG PRO O O O O O O O O PRO,809961603747745792,0,0,1
-1,,824558783842095105,0,0,1
-1,,824566344347742208,0,0,1
-1,,824634053370507264,0,0,1
-1,,825074680042106881,0,0,1
1,O ORG PRO VER VER VER O O O O VUL VUL,824931027365801984,0,0,1
-1,,824590246897745920,0,1,1
1,O O O O O O O O O O O O O O PRO O O O,801916459144318976,0,0,1
-1,,824621693926649857,0,0,1
-1,,824670815748837377,0,0,1
-1,,802957685863936000,0,0,1
1,ORG PRO O PRO VER O O VUL VUL,801506269571989504,0,1,1
1,O ORG O O O O PRO VER O O O,824445360202452992,0,0,1
1,O PRO O O O O O O,824633538800672769,0,0,1
1,ORG PRO O VER VUL VUL O PRO,825067130127200257,1,0,1
-1,,801594708132700160,0,0,1
-1,,825052031375138816,0,0,1
-1,,824499646353379331,0,0,1
-1,,824615753731153924,0,0,1
-1,,824271894614540288,0,0,1
1,ORG O O O O PRO,824469685806788608,0,0,1
-1,,824856097676615681,0,0,1
-1,,808153305096589313,0,0,1
-1,,824601897227132930,0,0,1
-1,,825073648922923009,0,0,1
1,O ID ID PRO PRO VUL VUL VUL VUL,803163633819721729,0,0,1
-1,,824838908735139841,0,0,1
-1,,824704884138061824,0,0,1
-1,,801202377147576321,1,0,1
-1,,807217387351195648,0,0,1
-1,,824942331317071872,0,0,1
1,ORG PRO PRO PRO PRO O VER VUL VUL,804752592324673538,0,0,1
-1,,824750624864624642,0,0,1
-1,,825032444017516547,0,0,1
1,O ORG PRO PRO VUL VUL VUL VUL VUL VUL VUL,801162879256956930,0,0,1
1,O PRO VER O O O,824841819116625921,0,0,1
-1,,824934676666146816,0,0,1
1,ORG PRO VER VER VER O VUL VUL VUL VUL,824965486412759041,0,0,1
1,O ORG PRO PRO ID VUL VUL VUL O,801515950570803200,0,1,1
1,O O O O O O O ORG PRO O,807306149066395648,0,0,1
-1,,803028921444864000,0,0,1
1,O ORG PRO PRO O PRO ID VUL VUL VUL VUL,804706469778169856,0,0,1
1,O PRO VER O PRO PRO VUL VUL O O O O O,801731000367771648,0,0,1
-1,,801552923813670917,0,0,1
1,ORG O O O O PRO PRO O O,803058457410760704,0,0,1
-1,,803542816035049472,0,0,1
1,PRO O O O O O O O O O O O,803988231091957762,0,0,1
1,PRO VER O O O O O O O O ORG,802238117348593666,0,0,1
1,O ORG ORG PRO PRO VUL VUL VUL VUL VUL O O O,803671516462206976,0,1,1
-1,,803568970397847552,0,0,1
1,O ORG ORG PRO O O O O ID O O VUL VUL VUL O,803365381578559488,0,1,1
-1,,825019231548870657,0,0,1
1,PRO O O O O,804813018865565696,0,0,1
1,O ORG PRO O O VUL VUL O O,803576775666040832,0,0,1
1,O PRO VER VUL VUL VUL VUL O O O O O,806991039361748992,0,0,1
1,ORG ORG ID ID ID O,803435335338356736,0,1,1
-1,,823487586253635586,0,0,1
-1,,803320048404271104,0,0,1
-1,,824267881714163712,0,0,1
-1,,804277986937675777,0,0,1
-1,,824727694361395201,0,1,1
-1,,804803833037668352,0,0,1
1,ORG PRO O O VUL VUL O O,805135795501678592,0,0,1
-1,,805804307522224129,0,0,1
-1,,804214947798482945,0,0,1
-1,,802582797785374720,0,0,1
1,O O O O O O O O O O PRO VER PRO O,801866755605872641,0,0,1
1,O PRO VUL VUL VUL VUL VUL VUL VUL O O,804805406681800705,0,0,1
1,ORG PRO VER VER VER VUL VUL,824965474320527361,0,0,1
1,ORG PRO O O O O O O,806142987222847489,0,0,1
-1,,804028012836651008,0,0,1
1,PRO VER VER VER PRO ID ID,819969631133855745,0,1,1
1,O ID O PRO O ORG PRO PRO PRO O PRO O ORG PRO PRO O,823756858871705600,0,0,1
-1,,804377047325782016,1,0,1
-1,,803302464053096448,0,0,1
1,O ORG O O O O O PRO O,804767248300867584,1,0,1
1,O O ORG PRO PRO O PRO O O O VUL VUL ID,806215506562842624,0,1,1
1,ORG PRO O O O VUL VUL VUL,805335983873019906,0,0,1
1,ORG PRO PRO VER O VUL VUL VUL,804841418007216128,0,0,1
1,O ORG PRO O O VER VUL VUL VUL VUL VUL VUL VUL,804528265452994560,0,1,1
1,O ORG ORG PRO O O O O ID O O VUL VUL VUL,803360119601905664,0,1,1
-1,,806746145208680449,0,0,1
-1,,804228689978269696,0,0,1
1,O O O O O O O O O O O O O O O,805044787715932160,0,0,1
1,O O O O O O O,805265766731907072,0,0,1
-1,,803967436164763648,0,0,1
1,PRO VER O ID ID,817125081830793216,0,0,1
