relevant,entities,id,A,B,C
1,O ID ORG ORG PRO PRO VER O O O O O O O O O,836860366802075649,1,1,1
1,O O O O O O O O PRO O ID,841716145510064128,1,1,0
1,O O O PRO O O O O O O O O O O O O O,840363488476303360,1,1,0
1,O ID O O PRO O O O,841775338359275523,1,1,0
1,ORG O O O O PRO O O O O O O ORG O O O,839977539376414722,0,0,1
1,ORG PRO O VUL VUL VUL VUL ORG PRO O O O VUL VUL VUL,836339540734406656,1,1,0
1,O O O O O O O O O O PRO O ID,842056588051464192,1,1,0
-1,,842104586857005056,0,0,1
1,O PRO PRO VER VER VER VER VER O O O VUL O,839648022871085056,1,1,0
1,O ID ID PRO PRO VER O O O VUL VUL VUL VUL O ID ID O,841803685642551296,1,1,0
1,O O O O O O O PRO O O O O O O O O O O,836292999806136326,1,1,0
1,PRO O O O O O O O O,840254703283888129,0,0,1
1,ORG O O O O O ORG PRO PRO O PRO O ORG O O O O,836255419223969792,1,0,1
1,PRO PRO VER O O O,840944796994813952,1,1,0
1,O O O O PRO PRO VER O,839905938425409536,1,1,0
1,ID O VUL VUL VUL O O O ORG PRO VER VER VER O VER VER VER,841593541809864704,0,1,0
1,O PRO PRO O O O O O O O O O O O O,841754094247145472,0,0,1
1,O ORG PRO O VUL VUL O O O VUL VUL VUL VUL O,841754095631380480,0,0,1
1,PRO PRO VER O O O O O O O O PRO PRO VER O O O O,840937337597132801,1,1,0
-1,,841727269274030080,0,0,1
-1,,836225655188533248,0,0,1
1,O PRO VER VER PRO O ID,839577577463377922,1,1,0
-1,,836972747695800320,0,0,1
1,PRO PRO O O O O O O O O O,839683517449711616,1,1,0
-1,,840964399112323073,1,1,0
1,ID O O O O O PRO PRO VER VER O O O O O O,837052104267206656,1,1,0
1,O O O PRO PRO O ID,836704839887368193,0,1,0
-1,,839243359583633412,0,0,1
-1,,839689897124462592,1,0,0
1,O O O PRO O O O O O O O O O O PRO O O O O,836731750063693826,0,0,1
-1,,838845558039187456,1,1,0
1,ORG PRO VUL VUL VUL ID,841960778798374914,0,0,1
1,O ID O O O O O O O O O PRO O O O,841389808928854018,1,0,0
-1,,837017644985266176,0,0,1
1,ORG O O O O PRO O O O O O,841604220004515840,0,0,1
1,PRO PRO O O O ID,840299308138258433,0,1,0
-1,,842113264137965568,0,0,1
1,O ORG PRO O O O VUL VUL ID O O O,842347326127628289,0,0,1
-1,,836272922385866752,1,0,0
-1,,837037430154936320,0,0,1
1,ORG PRO O O ID VUL VUL VUL VUL O O,841732152215654402,0,0,1
-1,,841700049708961793,0,1,0
1,O O O ORG PRO O O VUL VUL O O O,839266845299470336,0,0,1
-1,,836407072602357761,0,0,1
-1,,839640459018387457,1,1,1
-1,,836124028070940672,1,1,0
1,ORG PRO O VUL VUL ID,841960789481267200,0,0,1
1,O O O PRO PRO VER O O O ID,842036923178856448,1,1,0
1,O PRO VER VER PRO ID,837011246725623808,0,1,1
-1,,836897118312882176,1,1,0
1,PRO VER VER VER VER VER VER VER O O ID,837011193579569153,1,0,0
-1,,841245021437337600,1,1,1
-1,,836781591015784448,1,1,0
-1,,840829556302983173,0,0,1
-1,,841676571089948672,1,0,0
1,ID O PRO,839362686454484992,1,1,0
-1,,841275753077575681,0,0,1
1,O O ORG PRO O O VUL VUL VUL VUL VUL O O,842087572914503681,0,0,1
-1,,837037601349488640,0,0,1
-1,,836997276727934976,0,0,1
-1,,836345870945828864,0,0,1
-1,,841615700888301568,0,0,1
1,VUL VUL O O O PRO O O O O O O VUL VUL O,836897294704340994,1,1,0
1,O PRO O O O ID,841732813573484544,0,1,0
1,ORG PRO PRO O VER O PRO VUL VUL VUL VUL VUL VUL VUL VUL VUL,840138774650675200,0,0,1
-1,,838845567916728320,1,1,0
-1,,836749167435317248,1,1,0
-1,,839460733238689793,1,1,0
1,O O O O O O PRO PRO O,839954800619950085,1,1,0
-1,,840215706524303360,1,0,0
-1,,837022821779816449,0,1,0
-1,,836965622177234944,0,0,1
-1,,842461850776264705,1,0,0
1,PRO O O O O O O PRO VER O,839796288476495872,1,1,0
1,O ORG PRO O ID VUL VUL VUL VUL,841744176198832128,0,0,1
-1,,839275581363585024,1,1,0
1,O PRO PRO VER PRO O VUL VUL VUL VUL O O,836008348017315840,1,1,0
-1,,839426276087775232,1,1,0
-1,,839594576159600640,0,0,1
-1,,838809996813041665,1,1,0
-1,,836954560698658817,0,0,1
-1,,836994901023866889,1,1,0
-1,,839849533412524032,1,1,0
1,O ID O O O PRO O ID O O O O O O,841794905383043072,0,0,1
1,O ORG PRO O ID VUL VUL VUL VUL ORG PRO O,841744297636597761,0,0,1
-1,,836353626830483457,0,0,1
-1,,836635422272835584,0,1,0
-1,,841679945738919936,1,1,0
1,O PRO PRO O O O O VUL VUL VUL VUL VUL VUL O O O,839804043845332993,1,1,0
1,PRO O O O O O O O O O O O O PRO PRO O,840233633638154240,1,1,0
-1,,837042160197332995,0,0,1
-1,,840203911948562434,0,0,1
1,ORG PRO VER O VUL VUL VUL ORG PRO VER O O O O O O,837038261818257418,0,0,1
-1,,842127643583631360,1,0,1
1,O ORG PRO O O O O VUL VUL VUL VUL O O,842088793406558208,0,0,1
-1,,839158469152354306,1,1,0
-1,,836840962253074432,0,0,1
1,ID ORG PRO PRO O VER VER VER O O VUL VUL VUL VUL O,841848958657933313,0,0,1
-1,,836872731245301761,0,0,1
-1,,839891060700528641,1,1,0
-1,,839158471497027585,1,1,0
-1,,839634695553974273,0,0,1
-1,,838902768853209088,0,0,1
-1,,837037433942339586,0,0,1
-1,,836971605167325184,0,0,1
1,O O ORG PRO O O O O VUL VUL VUL VUL O,842087570293063684,0,0,1
-1,,839512208442814464,0,0,1
-1,,841367033371480064,1,0,0
1,PRO VER O O ID,836298668869312513,0,1,0
1,O O ORG O O VUL VUL VUL VUL,842103904141733888,0,0,1
-1,,836886287470723073,0,0,1
-1,,841841280250404864,0,0,1
-1,,837030484769112065,0,0,1
1,PRO PRO O VUL VUL VUL ID O O O,841739478679080960,1,1,0
1,O ORG O O PRO VUL VUL VUL VUL VUL O,842088042823270400,0,0,1
1,O ORG ORG PRO PRO O PRO ID VUL VUL VUL VUL O,842073877811417089,0,1,1
-1,,839990652930674688,0,1,0
1,O ID PRO PRO O O O O O O O O PRO O O O,839339692776697857,1,1,0
-1,,841802699402317824,0,0,1
1,O ORG PRO O O VUL VUL VUL VUL O,842042741945188352,0,0,1
1,O O O O PRO PRO VER O,839917790400241665,1,1,0
-1,,841130484012847105,0,0,1
-1,,836214309160169475,0,0,1
1,ORG PRO O O VUL VUL VUL VUL VUL VUL ORG PRO O,836343262034153472,0,0,1
1,ID O O O O PRO O ID O VER O O O,841699037698969600,0,0,1
1,O PRO O O O O PRO O O,841587573780750336,1,1,0
1,O ID ORG PRO O VER O O,841775352791851009,0,0,1
-1,,839755240714928128,0,0,1
1,O O O ORG PRO O ID VUL VUL VUL VUL VUL,842074217415888897,0,0,1
1,O ID ORG PRO PRO O VER O,841775351256780800,0,0,1
-1,,842421267621912577,0,1,1
1,O PRO VER VER VER VER O O ID,840300048139374592,1,0,0
1,O O O O O O ID O O PRO PRO VER O,841684129175367680,1,1,0
1,PRO PRO PRO O O O ID,840299311925714946,0,1,0
1,PRO PRO VER PRO O VUL O,836255397350621186,1,1,0
-1,,838866912985640961,1,1,0
1,ORG PRO O O PRO VER O VUL VUL,841960821508960257,0,0,1
1,O PRO PRO PRO O O O ID,836707497415229441,0,1,0
1,O ORG PRO PRO ID VUL VUL VUL,841718234512523265,0,1,1
1,PRO ID PRO O O O,836301153033822208,1,0,0
-1,,838878608382906368,0,0,1
1,ORG PRO VER VER VUL VUL ID,841988460592402432,0,0,1
-1,,841823796491247617,1,1,1
1,O O PRO PRO O O,840629717845839872,1,1,0
1,O PRO PRO ID VUL VUL VUL VUL VUL PRO PRO ID O O,836633036657680389,1,1,0
1,ORG PRO PRO VER VER VER VUL VUL ID,841941945240940545,0,0,1
-1,,842117512334573569,1,1,0
1,O PRO PRO O O VUL VUL VUL VUL VUL VUL VUL,839040522849243136,1,1,0
1,O ORG PRO O O O VUL VUL ID O,842069156396642304,0,0,1
1,O O PRO PRO VER PRO O VUL VUL VUL VUL VUL O O,836006806711373824,1,1,0
1,O O ORG O VUL VUL VUL PRO VUL VUL VUL VUL O,841983217527857152,0,1,1
1,ID O O O O ORG PRO O O ID O VER,841738068440801280,0,0,1
-1,,839891061396815872,1,0,0
1,O PRO PRO ID VUL VUL VUL VUL VUL,840051887621754882,1,1,0
-1,,836972172669304832,0,0,1
1,O PRO O O O ID,842155534551810049,0,1,0
1,ORG ORG ID ID ID O,836583262088744960,0,1,1
1,PRO O O O O PRO O,836335133674225664,0,0,1
-1,,841493624462401537,0,0,1
1,O ORG PRO PRO ID VUL VUL VUL,841726943640805377,0,0,1
1,O ORG PRO PRO ID VUL VUL VUL,821512973839646720,0,1,1
1,ORG O O VUL VUL VUL O PRO O,841691670995378176,0,0,1
1,O PRO PRO O O O VUL VUL VUL VUL VUL,840052214634799105,1,1,0
1,ORG PRO PRO VER O VUL VUL VUL VUL VUL VUL,836351785946255361,0,0,1
1,ORG PRO PRO O PRO O VER VUL VUL ID O,841884199737012226,1,0,1
1,O ID PRO PRO,839537352141844480,1,1,0
1,O PRO VER PRO ID,837011250777374721,0,0,1
1,O ORG PRO VER PRO VER O VUL VUL,841989494756777986,0,0,1
1,O PRO PRO O O O ID,839226476599914496,0,1,0
1,O PRO VER VER VER VER VER VER VER O O ID,839577569393508352,1,0,0
1,PRO VER O O O O O O O,836421546973540352,0,0,1
-1,,840573127780376577,1,1,0
1,O O O O O O ORG PRO O,841570708467662848,0,0,1
1,ORG O O O O PRO O PRO ORG O O O O O O,842039342767923201,0,0,1
1,ORG PRO VER O VER O PRO VER PRO VER VER O VUL VUL,841988496579547136,0,0,1
1,ID O O O ORG PRO PRO ID,841899818557558784,0,0,1
1,O ORG O O VUL VUL VUL VUL ORG O O O O O,842106445919326210,0,0,1
1,O PRO PRO O O O VUL VUL VUL,841653533413912576,0,1,0
-1,,836203007578521600,1,1,0
1,O PRO VER VER PRO O ID,839577584849543168,1,1,0
1,O PRO PRO O O O O O O,839744842460610560,1,1,0
1,O O O ORG O O PRO VUL VUL VUL VUL VUL,842089396404916225,0,0,1
1,O O O O O O PRO O O O O O O O,840418290707095552,0,0,1
1,PRO O O O ID,840299302341734401,0,1,0
-1,,836508774131105792,1,1,0
1,O PRO PRO ID VUL VUL VUL VUL PRO PRO ID VUL VUL O,839780146655670272,1,1,0
1,PRO VER VER VER VER VER O O ID,840299321845243904,1,0,0
1,O O O PRO PRO ID VUL VUL VUL VUL VUL VUL VUL,836458010721550337,1,1,0
1,ORG O O O O O O O ORG O PRO O,836909302715662338,1,0,0
1,PRO VER O ID O,839581526379515904,1,0,1
1,ORG ORG ID ID ID O,842044427401101312,0,1,1
-1,,841532350102159360,1,0,0
1,O O O O O O O PRO O O,839955229709778944,0,1,0
1,O ORG PRO PRO ID VUL VUL VUL VUL VUL VUL VUL O,841787476423397378,0,0,1
1,ORG ORG ID ID ID O,836580982757154816,0,1,1
1,O ORG O O O O O O O ORG PRO O PRO PRO,836989805376520196,0,0,1
1,O O O ID PRO PRO VER VUL VUL VUL O ORG O,841257977499791365,1,1,0
1,O ORG PRO O O PRO VER O VUL VUL,841989503279607809,0,0,1
1,PRO VER ORG ORG PRO O PRO VER ID O,839577742974726144,1,1,1
1,ORG PRO VER O VUL VUL VUL VUL,841733794386313216,0,0,1
1,ORG PRO O O O VUL VUL,841803925737082880,0,0,1
1,O ORG O O VUL VUL VUL O PRO O,841994411080736768,0,0,1
1,O O O O O O PRO O,840162745819504642,0,0,1
-1,,841367614714716161,0,0,1
1,ID O O O O PRO O ID O VER O O O,841925822298632192,0,0,1
1,O O O O O O O O O O O O PRO,836408664655347712,1,1,0
1,O O O ORG PRO PRO ID VUL VUL VUL,841726982203297794,0,0,1
1,O ORG PRO PRO VER VER VER VUL VUL ID,841942898870517761,0,0,1
1,O ORG PRO PRO ID VUL VUL VUL,821511346969858048,0,1,1
1,ID PRO PRO,839535009983774721,1,1,0
1,O O ORG PRO O ID VUL VUL VUL VUL,841747784776744962,0,0,1
1,O ORG PRO O ID VUL VUL VUL VUL,841745778846633985,0,0,1
-1,,837070286633619456,0,0,1
-1,,839362448016703488,1,0,0
1,O O O PRO PRO ID VUL VUL VUL,822413763827658752,1,1,0
1,ORG ORG ID ID ID O,839483655537963008,0,1,1
1,O O PRO PRO ID VUL VUL VUL VUL VUL VUL VUL VUL,802185673847488512,1,1,0
1,O PRO O O O ID,839226467800264704,1,1,0
1,O PRO PRO ID O O VUL VUL VUL VUL VUL,839841398400647169,1,1,0
1,O ORG PRO ID VUL VUL VUL,828529609964654592,0,0,1
1,O ORG PRO O O O VUL VUL,841804427673636867,0,0,1
1,PRO PRO O O O VUL VUL VUL O VUL VUL VUL VUL O,839630027264299012,1,1,0
1,O O ID O O O O O PRO PRO VER,840503883952730112,1,1,0
1,PRO VER VER VER VER O O ID,840299319454515200,1,0,0
1,O O PRO PRO O O O VUL VUL VUL,841398055710658560,1,1,0
1,O O ORG PRO VER O O O O O O,840243686965424129,1,0,1
1,O ID VUL VUL O PRO O O O PRO,841639438472077312,1,1,0
1,O ORG PRO O O VUL VUL VUL VUL,839412142797271040,0,0,1
1,ORG PRO PRO VER VER VER O O O O VUL VUL VUL,841941920712654848,0,0,1
1,O ID O O O PRO PRO ID,841901342364958721,0,0,1
1,O O O PRO O O O O O,839939113478467586,0,1,1
1,O O O ORG PRO PRO ID VUL VUL VUL,841726982203297794,0,0,1
1,O O O O O O O O O O PRO VER O O O O O O O O,841117321578074114,1,1,0
1,O O PRO PRO O O VUL VUL VUL VUL VUL O,836984439351590912,1,1,0
1,O VUL VUL O PRO O O,839728134119309312,0,0,1
1,ORG PRO PRO O VER PRO O VUL VUL VUL VUL VUL VUL VUL VUL VUL VUL,836343271202910211,0,0,1
1,O ID ORG PRO PRO O VER O ORG PRO PRO O VER O O,841747110433300481,0,0,1
1,O O O O O O O O VUL O O O ORG PRO O O O O O,841668600834490368,0,0,1
-1,,840571136664580098,1,1,0
1,O O ORG PRO O O VUL VUL VUL VUL,842044817077080065,0,0,1
1,PRO O O O O O O PRO O,836738473864351745,0,0,1
1,O O ORG PRO PRO ID VUL VUL VUL VUL VUL VUL VUL O,841788076716367873,0,0,1
1,O ORG PRO VUL VUL VUL O,842106206357348352,0,0,1
1,O O PRO O O ORG O,841215395394682880,1,1,0
-1,,839501371154051072,0,0,1
1,PRO O O O ID,841732490867924992,0,1,0
-1,,839906690938068992,0,0,1
1,ORG ORG O VER VER VER O O O PRO VUL,841933067170287619,0,0,1
1,PRO PRO O O O O O O,841823797556662272,1,1,0
1,O ID O O O O O PRO PRO ID O VER,841707657572560897,0,0,1
1,O ID PRO PRO VER VUL VUL VUL O ORG O O,841261335153278977,1,1,0
1,PRO VER PRO ID,837011188072517634,0,0,1
1,PRO VER VER PRO ID,839906695908376576,0,1,1
1,ORG O O O O PRO,839972170524577792,0,0,1
1,ORG O O O VER O VUL VUL VUL,836522600079708160,0,0,1
-1,,841396325023375360,0,0,1
1,O PRO PRO O VUL VUL VUL VUL,836970954710364160,1,1,0
1,PRO PRO PRO O O O ID,839226020842598400,0,1,1
1,O ORG PRO PRO VER VER VUL VUL ID,841980586826858497,0,0,1
1,O ORG PRO O ID VUL VUL VUL VUL VUL,842101210509410310,0,0,1
-1,,840539172033159168,1,1,0
1,PRO PRO VER PRO O VUL VUL VUL,836128097485344768,1,1,0
1,O PRO PRO ID O O VUL VUL VUL VUL VUL PRO PRO O O,839841524565299203,1,1,0
1,O ID O O O O PRO PRO ID,841901337176600577,0,0,1
1,PRO PRO VER VER VER O O PRO O VUL VUL VUL,841652407285235713,1,1,0
1,O ORG PRO O O PRO VER O VUL VUL,841961751507787776,0,0,1
-1,,842039549622599681,0,0,1
-1,,840959130454097920,1,1,0
1,O O ORG PRO PRO ID VUL VUL VUL O,841727544458067968,0,0,1
1,O O O PRO O O O,836292530996150273,1,1,0
1,O ORG PRO O O VUL VUL VUL VUL,842089117609558017,0,0,1
1,O O ORG O O PRO VUL VUL VUL VUL VUL,842093137195601920,0,0,1
1,O O PRO PRO VUL VUL VUL VUL VUL VUL VUL VUL VUL,839158485313077248,1,1,0
1,O PRO O PRO O PRO O O O O PRO O PRO O O O,839471517125726208,1,1,0
1,O ORG O ORG O O O O O O O O PRO O O O,836331897189851136,1,0,0
1,O ORG PRO PRO O PRO ID VUL VUL VUL VUL O,841774298092175360,0,0,1
1,ID O VUL VUL VUL VUL VUL O PRO PRO VER,841449187627679744,1,1,0
1,O O PRO O O O O,841150692911902720,1,1,0
1,O PRO PRO ID VUL VUL VUL VUL PRO PRO ID O,841389398189051906,1,1,0
1,ORG PRO O VUL VUL VUL,842503664833122306,0,1,1
-1,,839921584139812865,1,1,0
1,O PRO PRO ID VUL VUL VUL VUL VUL VUL VUL VUL,841394836632698880,1,1,0
1,O O PRO PRO O VUL VUL VUL VUL O,836976157320859648,1,1,0
1,O O O O O O O O O PRO PRO,841750418589945856,1,1,0
1,ORG PRO PRO PRO O VUL VUL O,836138845758332929,0,0,1
1,O PRO PRO ID VUL VUL VUL VUL,841389375057481731,1,1,0
-1,,839889319376502784,1,1,0
-1,,840959144907661313,1,1,0
1,O O PRO PRO ID VUL VUL VUL VUL VUL VUL VUL VUL,802185673847488512,1,1,0
1,O PRO PRO ID VUL VUL VUL VUL O,839785610638311425,1,1,0
1,O PRO PRO ID VUL VUL VUL,837000276766707712,1,1,0
1,O ORG PRO PRO ID VUL VUL VUL ORG PRO PRO ID O O,841381817638912011,0,1,1
1,O O ID PRO PRO VER VUL VUL VUL O ORG O,841304314916306944,1,1,0
1,O ORG PRO PRO ID VUL VUL VUL,839813816149917696,0,1,1
1,O ORG PRO VER VER VER O PRO VER VER VUL VUL,841989487253172224,0,0,1
-1,,841638084424957952,0,0,1
-1,,839215408683053056,0,0,1
1,PRO VER VER VER O ID,841732500212895745,0,0,1
1,ORG O O O O O PRO VER O,842040872552304640,0,0,1
-1,,837040759727620097,0,0,1
1,O ORG PRO O ID VUL VUL VUL VUL VUL,842073936280055808,0,0,1
1,O ORG PRO O ID VUL VUL VUL VUL VUL,842073932064776192,0,0,1
1,O PRO VER O O ID,836300031787413510,0,1,0
1,O ORG PRO PRO O PRO ID VUL VUL VUL,821511349629059073,0,1,1
1,O O ORG PRO ID O O VUL VUL VUL O,841775217219272704,0,0,1
-1,,841592343119745024,1,1,0
1,ORG O VER VUL VUL VUL VUL,836351797736394752,0,0,1
1,O PRO PRO VER O O O O O VUL VUL VUL O O O O,839772880946753536,1,1,0
1,O PRO PRO O O O O O O O,839810415999746048,1,1,0
1,O PRO PRO VER VER VER VER O O O O VUL VUL,839793909765144577,1,1,0
1,PRO PRO VER O O O ORG PRO O O O O O O O O O O O,841676188514996224,1,1,0
-1,,839193962908905472,0,0,1
1,PRO PRO VER O O O ORG PRO O O,841676215576645632,1,1,0
1,O ORG PRO O O VUL VUL O,842069158187565056,0,0,1
1,O O O O O O O O O O O PRO O,836418177529630721,1,1,0
1,ID O O O O PRO PRO ID O VER O O O,841925313395322881,0,0,1
1,O O ORG O O PRO O O O O O,841634874779979777,0,0,1
1,O ORG PRO O ID VUL VUL VUL VUL VUL,842075581617451021,0,0,1
1,PRO PRO O O O O O O O O VUL VUL VUL VUL O,839750893973213184,1,1,0
1,O O ORG PRO VUL VUL VUL VUL VUL,842103900832464900,0,0,1
1,O O PRO PRO O VER O O VUL VUL VUL VUL,809507117417820160,1,1,0
1,PRO PRO VER O O O O O O O,841250573110398976,1,1,0
1,O O ORG PRO O O O O O O,841733989169782784,0,0,1
1,O PRO PRO ID VUL VUL VUL VUL VUL,837010880663588867,1,1,0
1,PRO O O O ID,839226014962155521,0,1,0
1,ORG PRO PRO VER VUL VUL VUL VUL,840309350098976768,0,0,1
1,O PRO PRO ID VUL VUL VUL PRO PRO ID O,842408581412593664,0,1,0
1,O O O O O O O ORG PRO O O,841569128297058304,0,0,1
1,ORG PRO VER O O O O O O O O O O O,836338903254626307,0,0,1
1,O ORG PRO O ID VUL VUL VUL VUL VUL ORG PRO O,842076714587033600,0,0,1
1,O ORG PRO PRO VER PRO VUL VUL VUL,839569983978016781,1,1,1
1,O ID ORG PRO PRO O VER O ORG PRO PRO O VER O O,841747120667406337,0,0,1
1,ORG O O O PRO PRO,841706134268436482,0,0,1
1,O O O O O O ORG O O O PRO VER O O O O,842058916221468673,0,0,1
1,O O PRO PRO ID VUL VUL VUL VUL VUL VUL VUL VUL,839848125032460289,1,1,0
-1,,841701710561202176,0,0,1
1,O PRO ID PRO O O,839907167981486082,1,1,0
1,ID O O O O PRO PRO ID O VER,841723694737195009,0,0,1
1,ID O O O O O PRO PRO ID O VER,842363564191039489,0,0,1
1,O O ORG PRO PRO ID VUL VUL VUL O,839823365145677825,0,1,1
1,O ORG PRO O O ID VUL VUL VUL VUL O,841770949460410368,0,0,1
1,ORG PRO O VUL VUL ID,841960797605625856,0,0,1
1,O O ORG PRO PRO ID VUL VUL VUL O,841727546710409216,0,0,1
1,O ORG O O O O PRO O PRO,842052355159920640,0,0,1
-1,,841604222093275136,0,0,1
1,O ORG PRO PRO ID VUL VUL VUL VUL VUL VUL VUL O O,841787295065899009,0,0,1
1,PRO PRO VER PRO O VUL O O,836255854705819648,1,1,0
1,O PRO PRO O O VUL VUL VUL VUL VUL VUL VUL,839137237149212672,1,1,0
-1,,839929984756101120,0,0,1
1,O ID PRO,836964615745589248,1,0,0
1,O ORG PRO PRO O PRO ID VUL VUL VUL VUL VUL,836625024266096641,0,0,1
1,O ORG PRO PRO ID VUL VUL VUL,841725790748344320,0,0,1
-1,,840963396640112640,1,1,0
1,O ORG PRO O VUL VUL ID,841961735191986182,0,0,1
1,O PRO ID PRO O O,836300011881254913,1,0,0
1,PRO PRO VER VER VER O O O VUL VUL VUL,839400486247755777,1,1,0
1,PRO VER VER VER O ID O,841733208987246592,1,0,1
1,O ID ORG PRO VUL VUL VUL VUL ID,842429835725164544,0,0,1
1,O ORG PRO O O ID VUL VUL VUL VUL,841774137425186830,0,0,1
1,O O PRO PRO ID O O VUL VUL VUL VUL VUL O,836626136276725760,1,1,0
1,O ORG PRO PRO VER VUL VUL VUL VUL VUL VUL VUL VUL,841398073578442753,0,0,1
1,O VUL VUL O O O PRO O O O,839481936762535938,0,0,1
1,O ORG O O O O O O O ORG O PRO O,836910278709248000,1,0,0
1,O O O ID ID ORG PRO PRO O O O,839569975350190080,0,1,1
1,O ORG ORG PRO O O ID VUL VUL VUL,836896088930017281,0,1,1
1,ORG O O VUL VUL VUL O PRO O,841692976753627140,0,0,1
-1,,839453179318194176,1,1,0
1,O PRO PRO ID VUL VUL VUL VUL,842065381699158016,1,1,0
1,O O O O O O O O O PRO PRO VER,840036071425601537,1,1,0
1,O ORG PRO O O O VUL VUL,841804426562158592,0,0,1
1,O O ORG PRO O O VUL VUL O,839211581078552577,0,0,1
1,O ID ID ID PRO O O O,839556344067702784,1,1,0
1,O O O ORG PRO O ID VUL VUL VUL VUL VUL,842074213125095424,0,0,1
1,O ORG PRO PRO ID VUL VUL VUL,841729005543936003,0,0,1
1,ID O O O O PRO O ID O VER,841738080654655488,0,0,1
1,O O O O O O ID O O PRO PRO VER,841688193485438977,1,1,0
1,O ORG O PRO VER O O O O O O,842317523127156736,0,0,1
1,O PRO PRO VUL VUL VUL VUL,839133305228378113,1,1,0
1,O PRO PRO VER PRO O VUL O,836178033405005824,1,1,0
1,ID O O O O O PRO PRO ID O VER,841738079236947969,0,0,1
-1,,841152618890125312,1,1,0
1,O ORG PRO PRO ID VUL VUL VUL VUL VUL VUL VUL O,841787476423397378,0,0,1
1,ORG O O O VER VUL VUL VUL O,836388787848638466,0,0,1
1,O O O PRO O O O,836292530996150273,1,1,0
1,O PRO PRO ID VUL VUL VUL VUL VUL VUL VUL VUL,841394836632698880,1,1,0
-1,,836704029220667392,0,1,1
1,PRO VER O O O O O O O O O O ORG O O PRO O,836534898076831744,0,0,1
1,O ORG PRO O O ID VUL VUL VUL VUL O,842269232637198336,0,0,1
-1,,836656283277127680,0,0,1
-1,,838826566721339392,0,0,1
-1,,839907188550295552,1,0,0
-1,,841931317604438019,1,1,0
1,O ORG PRO O O PRO VER O VUL VUL,841961748290760708,0,0,1
-1,,838883347740966912,1,1,0
1,O PRO PRO ID VUL VUL VUL VUL VUL VUL VUL VUL,839841498485129216,1,1,0
-1,,836854409267118080,1,1,0
-1,,840375044962422788,0,0,1
1,O O ORG PRO PRO O PRO ID VUL VUL VUL O,841775218553110528,0,0,1
1,ORG PRO PRO VER VER VER O O VUL VUL,841941913909485568,0,0,1
1,O PRO PRO VUL VUL VUL VUL,839157748508016641,1,1,0
-1,,837037432122052617,0,0,1
-1,,836643636876095488,0,0,1
-1,,836200627369885696,1,1,1
-1,,840286613808791552,0,0,1
-1,,836658754942750721,1,1,0
1,O PRO O VUL VUL VUL VUL VUL VUL O O,839272786367557632,1,1,0
-1,,839644908264751104,0,0,1
1,PRO VER VER O O ID,841732503857704961,1,0,0
-1,,839314640840589312,1,1,0
1,O ID PRO O O,842068561099141131,0,1,0
1,O O O O O O ORG PRO O O,841582205528817665,0,0,1
-1,,837072067015004161,0,0,1
-1,,836859095500087298,0,0,1
-1,,836972720608817152,0,0,1
-1,,839451524526977024,1,1,0
1,ORG PRO VER VUL VUL VUL,836704051895107585,0,1,0
1,O ORG PRO O O ID VUL VUL VUL VUL O,841775209052950528,0,0,1
-1,,839438086656315392,1,1,0
-1,,836178651481780224,1,1,0
1,O ORG O O O O ORG PRO O,841714384611155968,0,0,1
1,PRO ID PRO O O,836298650087276545,1,0,0
1,O O PRO PRO VUL VUL VUL VUL VUL,805724779223416832,1,1,0
1,ORG O O O O O O O,841925945900560385,0,0,1
1,O ORG O O O O PRO PRO PRO O,836153938185338880,0,0,1
1,O PRO PRO ID VUL VUL VUL VUL VUL VUL VUL VUL O,841702999445528576,1,1,0
1,O O O O O O O O PRO PRO O PRO O,841743276902383616,0,0,1
-1,,836972162737123329,0,0,1
1,ORG ORG ID ID ID O,842045186679140354,0,1,1
1,O O ORG PRO PRO O PRO ID VUL VUL VUL,821511546736115713,0,1,1
-1,,842088376073388040,0,0,1
1,O O PRO PRO O O O VUL VUL VUL VUL VUL O,840052881034170368,1,1,0
1,O O VUL VUL VUL O O ORG O,841780198236401668,0,0,1
-1,,839276374468792321,1,1,0
-1,,841275233956954112,0,0,1
1,O O O PRO VUL VUL VUL VUL,839848685294977024,1,0,0
-1,,837042046456197124,1,0,0
1,O ORG O O O O PRO O O O O O O,842168088413917184,0,0,1
-1,,837011229398941697,1,1,0
1,O ID PRO O O,839533996488998916,0,1,1
-1,,840287419022753794,1,1,0
1,O O PRO PRO ID VUL VUL VUL VUL,839848123660910595,1,1,0
1,O O O PRO PRO O VER O O VUL VUL VUL VUL,809504620338937856,1,1,0
1,O O ID PRO O O,839601419736993793,1,1,0
1,O O O ORG PRO VUL VUL VUL,842104585183494151,0,0,1
1,PRO PRO PRO O O O ID,839575950278918145,0,1,0
1,PRO O O O ID O,837014609911390209,1,1,0
1,O O ID PRO PRO VER VUL VUL VUL O ORG O,841277773280890880,1,1,0
1,O PRO PRO ID VUL VUL VUL VUL VUL O,839838216052080642,1,1,0
1,O ORG PRO VER VER VER O O O,840781744919969794,0,0,1
1,ORG PRO PRO O VER PRO VUL VUL VUL VUL,836351795387633664,0,1,0
1,O ORG PRO O ID VUL VUL VUL VUL VUL O,842073873432559616,0,0,1
1,O O O PRO PRO ID VUL VUL VUL VUL,839841022075158528,1,1,0
